image_id,ceramic_type,units,where_made,manufacturer_artist,date_earliest,date_latest,saz_count,carnation_count,tulip_count,use_for_motif_classification,use_for_segmentation,segmented,where_held,museum_no,source,page,imagedim1,imagedim2,imagesize,comments
TLCM02,plate,1,Turkey_Iznik,NA,NA,NA,1,2,4,0,1,1,NA,no_VB 805,Brozkova et al.  2003,p.35,5083,3385,17205955,
TLCM03,plate,1,Turkey_Iznik,NA,NA,NA,1,0,3,0,1,1,NA,no_VB 998,Brozkova et al.  2003,p.35,2048,1442,2953216,
TLCM04,plate,1,Turkey_Iznik,NA,NA,NA,1,0,4,0,1,1,NA,no_P3066,Brozkova et al.  2003,p.36,4692,2977,13968084,
TLCM05,plate,1,Turkey_Iznik,NA,NA,NA,0,0,6,0,1,1,NA,no_Vu1548,Brozkova et al.  2003,p.37,4621,3783,17481243,
TLCM06,plate,1,Turkey_Iznik,NA,NA,NA,1,0,4,0,1,1,NA,no_355,Brozkova et al.  2003,p.38,5056,3868,19556608,
TLCM07,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,NA,no_P3063,Brozkova et al.  2003,p.39,4967,3171,15750357,
TLCM08,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,NA,no_P3064,Brozkova et al.  2003,p.39,2048,1311,2684928,
TLCM09,plate,1,Turkey_Iznik,NA,NA,NA,2,2,1,0,1,1,NA,no_P3065,Brozkova et al.  2003,p.40,3191,2860,9126260,
TLCM10,tankard,1,Turkey_Iznik,NA,NA,NA,2,0,1,0,1,1,NA,no_Vu2907,Brozkova et al.  2003,p.41,2170,4213,9142210,
TLCM11,jug,1,Turkey_Iznik,NA,NA,NA,0,0,5,0,1,1,NA,no_Vu1545,Brozkova et al.  2003,p.42,4000,6000,24000000,
TLCM12,jug,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,NA,no_Vu3935,Brozkova et al.  2003,p.43,6000,4000,24000000,
TLCM13,jug,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,NA,no_Vb1111,Brozkova et al.  2003,p.44,6000,4000,24000000,
TLCM14,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,NA,no_Vb953,Brozkova et al.  2003,p.44,4688,3525,16525200,
TLCM15,plate,1,Turkey_Iznik,NA,NA,NA,2,3,15,0,1,1,NA,no_P3067,Brozkova et al.  2003,p.48,3208,2765,8870120,
TLCM16,plate,1,Turkey_Iznik,NA,NA,NA,0,3,17,0,1,1,NA,no_P3068,Brozkova et al.  2003,p.49,2719,2580,7015020,
TLCM17,tile,1,Turkey_Iznik,NA,NA,NA,9,2,2,0,1,1,NA,no_VE2924,Brozkova et al.  2003,p.53,3058,2817,8614386,
TLCM18,tile,1,Turkey_Iznik,NA,NA,NA,7,3,2,0,1,1,NA,no_VE2925,Brozkova et al.  2003,p.53,2974,3080,9159920,
TLCM19,tile,1,Turkey_Iznik,NA,NA,NA,2,4,2,0,1,1,NA,no_VE2920,Brozkova et al.  2003,p.54,3698,4333,16023434,
TLCM20,tile,1,Turkey_Iznik,NA,NA,NA,2,4,2,0,1,1,NA,no_VE2921,Brozkova et al.  2003,p.55,3455,3317,11460235,
TLCM21,tile,1,Turkey_Iznik,NA,NA,NA,2,0,1,0,1,1,NA,no_18.039,Brozkova et al.  2003,p.59,1536,2288,3514368,
TLCM24,plate,1,Turkey_Iznik,NA,NA,NA,0,0,8,0,1,1,NA,no_13.393,Brozkova et al.  2003,p.66,3892,3906,15202152,what is this? Very strange
iIC1,plate,,Turkey_Kutahya,Adnan Hoca,2019,2019,0,0,18,0,0,0,Iznik Classics,no_XA 43,web,http://www.iznikclassics.com/en/content/tondino-plate-with-floral-pattern-collections-contemporary-products-s59k24u41,NA,NA,NA,
iIC2,plate,,Turkey_Kutahya,Saim Kolhan,2019,2019,0,0,22,0,0,0,Iznik Classics,no_XA 66,web,http://www.iznikclassics.com/en/content/plate-with-tulip-and-wave-patterns-collections-contemporary-products-s59k24u64,NA,NA,NA,
iIC3,tiles,,Turkey_Kutahya,Meliha Coskun,2019,2019,16,6,7,0,0,0,Iznik Classics,no_XA 181,web,http://www.iznikclassics.com/en/content/panel-with-haftan-and-saz-leaves-collections-contemporary-products-s59k24u179,NA,NA,NA,
iIC4,vase,,Turkey_Kutahya,Meliha Coskun,2019,2019,0,12,0,0,0,0,Iznik Classics,no_XA 259,web,http://www.iznikclassics.com/en/content/vase-with-carnation-flowers-collections-contemporary-products-s59k24u257,NA,NA,NA,
iIC5,tile,,Turkey_Kutahya,Tevfik Turen Karagozoglu,2019,2019,0,0,16,0,0,0,Iznik Classics,no_XB 28,web,http://www.iznikclassics.com/en/content/panel-with-kaftan-with-tulips-collections-contemporary-products-s59k24u441,NA,NA,NA,
iKEN4,,,Turkey_Kutahya,NA,1700,1800,,,,0,0,0,Auction,NA,web,https://www.kentantiques.com/art/ceramics.php#artworks-8,NA,NA,NA,
iKEN6,,,Turkey_Kutahya,NA,1740,1745,,,,0,0,0,Auction,NA,web,https://www.kentantiques.com/art/ceramics.php#artworks-sold-17,NA,NA,NA,
iNIM1,plate,,Turkey_Kutahya,Nimet,2019,2019,0,20,0,0,0,0,Paykoc Imports,no_N21040 GR,web,https://www.paykocimports.com/nimet-traditional-turkish-porcelain-plate-40cm-by-paykoc-n21040-green/,NA,NA,NA,
iNIM10,plate,,Turkey_Kutahya,Nimet,2019,2019,0,20,4,0,0,0,Paykoc Imports,no_N21040YL,web,https://www.paykocimports.com/nimet-traditional-turkish-porcelain-plate-40cm-by-paykoc-n21040-yellow/,NA,NA,NA,
iNIM2,plate,,Turkey_Kutahya,Nimet,2019,2019,0,0,8,0,0,0,Paykoc Imports,no_N21040PR,web,https://www.paykocimports.com/nimet-traditional-turkish-porcelain-plate-40cm-by-paykoc-n21040-purple/,NA,NA,NA,
iNIM3,plate,,Turkey_Kutahya,Nimet,2019,2019,7,2,3,0,0,0,Paykoc Imports,no_N21018 BK,web,https://www.paykocimports.com/nimet-traditional-turkish-porcelain-plate-18cm-by-paykoc-n21018-black/,NA,NA,NA,not sure about saz leaves
iNIM4,plate,,Turkey_Kutahya,Nimet,2019,2019,4,4,4,0,0,0,Paykoc Imports,no_N21018 LTGR,web,https://www.paykocimports.com/nimet-traditional-turkish-porcelain-plate-18cm-by-paykoc-n21018-light-green/,NA,NA,NA,not sure about saz leaves
iNIM5,plate,,Turkey_Kutahya,Nimet,2019,2019,5,5,5,0,0,0,Paykoc Imports,no_N21018 RD,web,https://www.paykocimports.com/nimet-traditional-turkish-porcelain-plate-18cm-by-paykoc-n21018-red/,NA,NA,NA,not sure about saz leaves
iNIM6,plate,,Turkey_Kutahya,Nimet,2019,2019,0,3,3,0,0,0,Paykoc Imports,no_N21025 BK,web,https://www.paykocimports.com/nimet-traditional-turkish-porcelain-plate-25cm-by-paykoc-n21025-black/,NA,NA,NA,
iNIM7,plate,,Turkey_Kutahya,Nimet,2019,2019,0,0,10,0,0,0,Paykoc Imports,no_N21025 GR,web,https://www.paykocimports.com/nimet-traditional-turkish-porcelain-plate-25cm-by-paykoc-n21025-green/,NA,NA,NA,
iNIM8,plate,,Turkey_Kutahya,Nimet,2019,2019,1,3,3,0,0,0,Paykoc Imports,no_N21025 OR,web,https://www.paykocimports.com/nimet-traditional-turkish-porcelain-plate-25cm-by-paykoc-n21025-orange/,NA,NA,NA,
iNIM9,plate,,Turkey_Kutahya,Nimet,2019,2019,0,5,5,0,0,0,Paykoc Imports,no_N21025 RD,web,https://www.paykocimports.com/nimet-traditional-turkish-porcelain-plate-25cm-by-paykoc-n21025-red/,NA,NA,NA,
iVA1,plate,,Turkey_Kutahya,NA,1750,1775,0,3,0,0,0,0,VA_London,no_CIRC.204-1929,web,http://collections.vam.ac.uk/item/O281985/dish-unknown/,NA,NA,NA,"has carnations but photo is at an angle so might be difficult to use, but we could get access to the original object"
iVA10,tile,,Turkey_Kutahya,NA,1660,1660,0,2,0,0,0,0,VA_London,no_792-1900,web,http://collections.vam.ac.uk/item/O205302/tile-unknown/,NA,NA,NA,
iVA11,jar,,Turkey_Kutahya,NA,1725,1750,0,1,0,0,0,0,VA_London,"no_600:1,2 -1874",web,http://collections.vam.ac.uk/item/O199065/jar-and-cover-unknown/,NA,NA,NA,
iVA12,tile,,Turkey_Kutahya,NA,1850,1900,0,2,0,0,0,0,VA_London,no_328-1903,web,http://collections.vam.ac.uk/item/O205521/tile-unknown/,NA,NA,NA,
iVA14,panel,,Turkey_Kutahya,NA,1660,1660,20,65,56,0,0,0,VA_London,no_70: 1 to 80-1898,web,http://collections.vam.ac.uk/item/O103140/tile-panel-unknown/,NA,NA,NA,"lots of motifs, image might be a little bit too small, but is on display in galleries"
iVA2,lamp,,Turkey_Kutahya,NA,1725,1725,0,2,2,0,0,0,VA_London,no_259-1892,web,http://collections.vam.ac.uk/item/O223928/mosque-lamp-unknown/,NA,NA,NA,
iVA3,bowl,,Turkey_Kutahya,NA,1725,1725,0,0,2,0,0,0,VA_London,no_C.403-1940,web,http://collections.vam.ac.uk/item/O279527/bowl-unknown/,NA,NA,NA,pretty bad tulips but they just about pass I think
iVA4,jug,,Turkey_Kutahya,NA,1725,1775,0,0,1,0,0,0,VA_London,no_622-1893,web,http://collections.vam.ac.uk/item/O224671/jug-unknown/,NA,NA,NA,
iVA5,tile,,Turkey_Kutahya,NA,1700,1800,,2,2,0,0,0,VA_London,no_1308-1893,web,http://collections.vam.ac.uk/item/O224803/tile-unknown/,NA,NA,NA,great example but photo is at an angle
iVA6,flask,,Turkey_Kutahya,NA,1875,1892,0,0,6,0,0,0,VA_London,no_261-1892,web,http://collections.vam.ac.uk/item/O346869/lamp-unknown/,NA,NA,NA,
iVA7,dish,,Turkey_Kutahya,NA,1875,1892,,4,6,0,0,0,VA_London,no_307-1892,web,http://collections.vam.ac.uk/item/O223967/dish-unknown/,NA,NA,NA,
iVA8,jug,,Turkey_Kutahya,NA,1740,1745,7ish,1,0,0,0,0,VA_London,no_566-1905,web,http://collections.vam.ac.uk/item/O205759/jug-unknown/,NA,NA,NA,
iVA9,incense holder,,Turkey_Kutahya,NA,1740,1745,3,0,0,0,0,0,VA_London,no_35-1892,web,http://collections.vam.ac.uk/item/O223860/incense-holder-unknown/,NA,NA,NA,
TLCM23,tile,1,Turkey_Kutahya,NA,1600,1800,0,2,3,0,0,0,NA,no_Vu1547/ab,Brozkova et al.  2003,p.62,2301,2142,4928742,
iKEN7,,,Turkey_Tekfur Saray,NA,1725,1735,,,,0,0,0,Auction,NA,,,NA,NA,NA,
iKEN8,,,Turkey_Tekfur Saray,NA,1725,1735,,,,0,0,0,Auction,NA,,,NA,NA,NA,
iJAC01,tile,,UK_London,Fulham_Works_de_ Morgan,1888,1897,5,2,0,0,0,0,Jackfield_Tile_Museum,JS2013.527559,book,337,,,,
iJAC02,tile,,UK_London,Fulham_Works_de_ Morgan,NA,NA,2,2,0,0,0,0,Jackfield_Tile_Museum,JS2013.527.549,book,339,,,,
iJAC03,tile,,UK_London,Fulham_Works_de_ Morgan,1888,1897,0,2,0,0,0,0,Jackfield_Tile_Museum,JS2013.527.563,book,337,,,,
iJAC04,panel,,UK_Stoke,Minton_China_Works,NA,NA,0,3,0,0,0,0,Jackfield_Tile_Museum,JS2013.527.1629,book,324,,,,catalogue says: probably Dresser
BM01,tile,1,Syria_Damascus,NA,1570,1580,0,1,2,0,0,0,BM_London,no_OA+.10762,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=235658&partId=1&school=8148&page=1,713,689,491257,close to Millner 6.51 but different colours
BM02,tile,1,Syria_Damascus,NA,1565,1570,10,0,0,0,0,0,BM_London,"no_1969,1218.1",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=236840&partId=1&school=8148&page=1,750,739,554250,Millner 6.38 -- also in Leighton house
BM03,tile,1,Syria_Damascus,NA,1570,1590,0,3,2,0,0,0,BM_London,"no_1895,0603.127",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=238478&partId=1&school=8148&page=1,750,756,567000,Millner 6.41
BM04,tile,1,Syria_Damascus,NA,1570,1590,0,1,2,0,0,0,BM_London,"no_1895,0603.128",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=238479&partId=1&school=8148&page=1,750,766,574500,Millner 6.41 similar to BM03
BM06,tile,1,Syria_Damascus,NA,NA,NA,3,0,0,0,0,0,BM_London,"no_1887,0617.22",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=239000&partId=1&school=8148&page=1,704,675,475200,not in Millner
BM07,tile,1,Syria_Damascus,NA,NA,NA,9,0,0,0,0,0,BM_London,"no_1887,0617.19",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=239003&partId=1&school=8148&page=1,750,764,573000,not in Millner
BM08,tile,1,Syria_Damascus,NA,NA,NA,3,0,9,0,0,0,BM_London,"no_1887,0617.18",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=239004&partId=1&school=8148&page=1,264,260,68640,not in Millner
BM09,tile,1,Syria_Damascus,NA,NA,NA,0,3,1,0,0,0,BM_London,"no_1887,0617.16",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=239006&partId=1&school=8148&page=1,750,682,511500,not in Millner
BM10,tile,1,Syria_Damascus,NA,1580,1590,0,3,2,0,0,0,BM_London,"no_1960,0519.1",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=217270&partId=1&school=8148&page=1,636,923,587028,Millner 6.70
BM19,tile,1,Syria_Damascus,NA,NA,NA,3,0,0,0,0,0,BM_London,no_OA+.10767,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=215167&partId=1&school=8148&page=1,693,666,461538,not in Millner
BM21,tile,1,Syria_Damascus,NA,NA,NA,0,0,2,0,0,0,BM_London,no_OA+.10787,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=219299&partId=1&school=8148&page=1,658,791,520478,closeto Millner 6.84 different colours and plants
BM23,tile,1,Syria_Damascus,NA,NA,NA,0,0,1,0,0,0,BM_London,no_OA+.10764.1-10,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=219315&partId=1&school=8148&page=1,656,651,427056,not in Millner
BM30,plate,1,Syria_Damascus,NA,NA,NA,6,5,0,0,0,0,BM_London,no_D.151,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=236529&partId=1&school=8148&page=2,476,479,228004,
BM31_1,tile,1,Syria_Damascus,NA,NA,NA,0,0,0,0,0,0,BM_London,"no_1878,1230.54",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=218236&partId=1&school=8148&page=2,NA,NA,NA,
BM31_2,tile,1,Syria_Damascus,NA,NA,NA,0,2,0,0,0,0,BM_London,"no_1878,1230.54",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=218236&partId=1&school=8148&page=2,344,415,142760,
BM35,tile,1,Syria_Damascus,NA,NA,NA,3,10,0,0,0,0,BM_London,"no_1878,1230.54",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=239198&partId=1&school=8148&page=2,673,612,411876,not in Millner
BM36_1,tile,1,Syria_Damascus,NA,NA,NA,6,0,1,0,0,0,BM_London,no_G.173,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=215420&partId=1&school=8148&page=3,325,294,95550,
BM36_2,tile,1,Syria_Damascus,NA,NA,NA,3,0,1,0,0,0,BM_London,no_G.173,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=215420&partId=1&school=8148&page=3,310,305,94550,
BM36_3,tile,1,Syria_Damascus,NA,NA,NA,4,0,1,0,0,0,BM_London,no_G.173,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=215420&partId=1&school=8148&page=3,286,247,70642,
BM36_4,tile,1,Syria_Damascus,NA,NA,NA,4,0,1,0,0,0,BM_London,no_G.173,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=215420&partId=1&school=8148&page=3,296,254,75184,
BM37,tile,1,Syria_Damascus,NA,1560,1580,7,0,0,0,0,0,BM_London,"no_1895,0603.14",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=238472&partId=1&school=8148&page=3,676,328,221728,Millner 6.110
BM43,tile,1,Syria_Damascus,NA,NA,NA,0,2,2,0,0,0,BM_London,no_OA+.14384,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=215193&partId=1&school=8148&page=3,680,699,475320,not in Millner; close to iBM5
BM46,tile,1,Syria_Damascus,NA,NA,NA,6,0,2,0,0,0,BM_London,no_OA+.10786,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=219300&partId=1&school=8148&page=3,704,679,478016,not in Millner
AM01,plate,1,Turkey_Iznik,NA,NA,NA,0,6,0,1,1,1,Ashmolean_Oxford,no_EAX.3275,web,http://jameelcentre.ashmolean.org/collection/8/per_page/25/offset/0/sort_by/date/object/10959,800,600,480000,
AM02,tile,1,Turkey_Iznik,NA,NA,NA,8,0,0,1,1,1,Ashmolean_Oxford,no_EAX.3215,web,http://jameelcentre.ashmolean.org/collection/8/sort_by/date/sort_order/asc/per_page/25/offset/0/object/10907,476,474,225624,
AM03,plate,1,Turkey_Iznik,NA,NA,NA,1,0,2,1,1,1,Ashmolean_Oxford,no_EAX.3247,web,http://jameelcentre.ashmolean.org/collection/8/sort_by/date/sort_order/asc/per_page/25/offset/0/object/20697,800,600,480000,
AM04,plate,1,Turkey_Iznik,NA,NA,NA,1,0,4,1,1,1,Ashmolean_Oxford,no_EAX.3250,web,http://jameelcentre.ashmolean.org/collection/8/sort_by/date/sort_order/asc/per_page/25/offset/0/object/20698,800,600,480000,
AM05,plate,1,Turkey_Iznik,NA,NA,NA,0,0,4,1,1,1,Ashmolean_Oxford,no_EA1978.1423,web,http://jameelcentre.ashmolean.org/collection/8/sort_by/date/sort_order/asc/per_page/25/offset/0/object/10897,800,600,480000,
AM06,tile,1,Turkey_Iznik,NA,NA,NA,2,1,2,1,1,1,Ashmolean_Oxford,no_EAX.3216,web,http://jameelcentre.ashmolean.org/collection/8/sort_by/date/sort_order/asc/per_page/25/offset/0/object/20674,640,275,176000,
AM07,plate,1,Turkey_Iznik,NA,NA,NA,8,0,2,1,1,1,Ashmolean_Oxford,no_EAX.3277,web,http://jameelcentre.ashmolean.org/collection/8/sort_by/date/sort_order/asc/per_page/25/offset/0/object/10961,676,673,454948,
AM09,plate,1,Turkey_Iznik,NA,NA,NA,0,6,0,1,1,1,Ashmolean_Oxford,no_EA1986.50,web,http://jameelcentre.ashmolean.org/collection/8/sort_by/date/sort_order/asc/per_page/25/offset/0/object/10886,800,690,552000,
BEN01_1,tile,1,Turkey_Iznik,NA,NA,NA,1,1,2,1,1,1,Benaki_Athens,no_109,web,https://www.benaki.gr/index.php?option=com_collectionitems&view=collectionitem&id=117040&Itemid=0&lang=en,233,214,49862,
BEN01_2,tile,1,Turkey_Iznik,NA,NA,NA,1,1,2,1,1,1,Benaki_Athens,no_109,web,https://www.benaki.gr/index.php?option=com_collectionitems&view=collectionitem&id=117040&Itemid=0&lang=en,228,216,49248,
BEN03,plate,1,Turkey_Iznik,NA,NA,NA,10,0,2,1,1,1,Benaki_Athens,no_5,web,https://www.benaki.gr/index.php?option=com_collectionitems&view=collectionitem&id=117105&lang=en&lang=el,504,500,252000,
BEN04,plate,1,Turkey_Iznik,NA,NA,NA,0,0,28,1,1,1,Benaki_Athens,no_2,web,https://www.benaki.gr/index.php?option=com_collectionitems&view=collectionitem&id=117034&Itemid=0&lang=en,471,500,235500,
BEN05,plate,1,Turkey_Iznik,NA,NA,NA,0,0,43,1,1,1,Benaki_Athens,no_4,web,https://www.benaki.gr/index.php?option=com_collectionitems&view=collectionitem&id=117103&Itemid=0&lang=en,510,499,254490,
BEN06,tile,1,Turkey_Iznik,NA,NA,NA,8,2,0,1,1,1,Benaki_Athens,no_75,web,https://www.benaki.gr/index.php?option=com_collectionitems&view=collectionitem&id=117073&Itemid=&lang=en,490,500,245000,
BEN07_1,tile,1,Turkey_Iznik,NA,NA,NA,1,1,2,1,1,1,Benaki_Athens,NA,direct,,468,468,219024,
BEN07_2,tile,1,Turkey_Iznik,NA,NA,NA,1,1,2,1,1,1,Benaki_Athens,NA,direct,,473,467,220891,
BEN08_1,tile,1,Turkey_Iznik,NA,NA,NA,1,0,0,1,1,1,Benaki_Athens,NA,direct,,148,244,36112,
BEN08_2,tile,1,Turkey_Iznik,NA,NA,NA,2,0,0,1,1,1,Benaki_Athens,NA,direct,,152,245,37240,
BEN08_3,tile,1,Turkey_Iznik,NA,NA,NA,2,0,0,1,1,1,Benaki_Athens,NA,direct,,263,243,63909,
BEN09,tile,1,Turkey_Iznik,NA,NA,NA,25,0,0,1,1,1,Benaki_Athens,NA,direct,,493,463,228259,
BEN10,tile,1,Turkey_Iznik,NA,NA,NA,0,0,0,1,1,0,Benaki_Athens,NA,direct,,NA,NA,NA,
BEN11_1,tile,1,Turkey_Iznik,NA,NA,NA,4,0,0,1,1,1,Benaki_Athens,NA,direct,,300,155,46500,
BEN11_2,tile,1,Turkey_Iznik,NA,NA,NA,8,0,0,1,1,1,Benaki_Athens,NA,direct,,312,318,99216,
BEN11_3,tile,1,Turkey_Iznik,NA,NA,NA,8,0,0,1,1,1,Benaki_Athens,NA,direct,,320,313,100160,
BEN11_4,tile,1,Turkey_Iznik,NA,NA,NA,7,0,0,1,1,1,Benaki_Athens,NA,direct,,303,304,92112,
BEN12,tile,1,Turkey_Iznik,NA,NA,NA,0,0,0,1,1,0,Benaki_Athens,NA,direct,,NA,NA,NA,
BEN13_1,tile,1,Turkey_Iznik,NA,NA,NA,0,0,0,1,1,0,Benaki_Athens,NA,direct,,NA,NA,NA,
BEN13_2,tile,1,Turkey_Iznik,NA,NA,NA,0,0,0,1,1,0,Benaki_Athens,NA,direct,,NA,NA,NA,
BEN14,tile,1,Turkey_Iznik,NA,NA,NA,0,0,0,1,1,0,Benaki_Athens,NA,direct,,NA,NA,NA,
BEN15,tile,1,Turkey_Iznik,NA,NA,NA,0,0,0,1,1,0,Benaki_Athens,NA,direct,,NA,NA,NA,
BEN16,tile,1,Turkey_Iznik,NA,NA,NA,0,0,0,1,1,0,Benaki_Athens,NA,direct,,NA,NA,NA,
BEN17,tile,1,Turkey_Iznik,NA,NA,NA,0,7,2,1,1,1,Benaki_Athens,NA,direct,,512,516,264192,
BM05,tile,1,Turkey_Iznik,NA,NA,NA,1,0,1,1,1,1,BM_London,"no_1887,0617.33",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=238992&partId=1&school=8148&page=1,750,751,563250,
BM11,tile,1,Turkey_Iznik,NA,NA,NA,0,1,0,1,1,1,BM_London,"no_1895,0603.15",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=238459&partId=1&school=8148&page=1,750,732,549000,
BM12,tile,1,Turkey_Iznik,NA,NA,NA,24,0,0,1,1,1,BM_London,"no_1887,0617.3",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=238995&partId=1&school=8148&page=1,675,695,469125,
BM13,tile,1,Turkey_Iznik,NA,NA,NA,4,0,2,1,1,1,BM_London,no_OA+.10659.1-2,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=241605&partId=1&school=8148&page=1,678,677,459006,
BM14,tile,1,Turkey_Iznik,NA,NA,NA,4,0,2,1,1,1,BM_London,no_OA+.10658,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=241606&partId=1&school=8148&page=1,670,649,434830,
BM15,tile,1,Turkey_Iznik,NA,NA,NA,3,4,3,1,1,1,BM_London,"no_1878,1230.53",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=239205&partId=1&school=8148&page=1,750,737,552750,
BM16,jug,1,Turkey_Iznik,NA,NA,NA,8,0,0,1,1,1,BM_London,"no_1878,1230.514",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=239218&partId=1&school=8148&page=1,444,691,306804,
BM17,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,1,1,1,BM_London,"no_1887,0211.3",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=239022&partId=1&school=8148&page=1,750,759,569250,
BM18,tile,1,Turkey_Iznik,NA,NA,NA,0,3,0,1,1,1,BM_London,no_OA+.14401,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=235907&partId=1&school=8148&page=1,210,210,44100,
BM20,tile,1,Turkey_Iznik,NA,NA,NA,20,0,0,1,1,1,BM_London,no_OA+.10818,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=219267&partId=1&school=8148&page=1,696,709,493464,
BM22,tile,1,Turkey_Iznik,NA,NA,NA,0,7,4,1,1,1,BM_London,no_OA+.10771.1-4,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=219312&partId=1&school=8148&page=1,677,644,435988,
BM24,tile,1,Turkey_Iznik,NA,NA,NA,2,0,0,1,1,1,BM_London,no_OA+.14383,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=235925&partId=1&school=8148&page=2,750,741,555750,
BM25,tile,1,Turkey_Iznik,NA,NA,NA,10,1,0,1,1,1,BM_London,"no_1878,1230.512",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=239220&partId=1&school=8148&page=2,673,661,444853,
BM26,plate,1,Turkey_Iznik,NA,NA,NA,30,0,2,1,1,1,BM_London,no_G.22,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=215493&partId=1&school=8148&page=2,589,584,343976,
BM27,tile,1,Turkey_Iznik,NA,NA,NA,0,2,2,1,1,1,BM_London,no_G.79,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=215462&partId=1&school=8148&page=2,581,610,354410,
BM29,plate,1,Turkey_Iznik,NA,NA,NA,1,0,2,1,1,1,BM_London,no_G.146,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=215440&partId=1&school=8148&page=2,680,631,429080,
BM32,tile,1,Turkey_Iznik,NA,NA,NA,2,2,4,1,1,1,BM_London,no_OA+.10774.1-2,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=241528&partId=1&school=8148&page=2,673,648,436104,
BM34,tile,1,Turkey_Iznik,NA,1540,1545,6,0,0,1,1,1,BM_London,"no_1892,0613.69",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=238595&partId=1&school=8148&page=2,637,567,361179,Duck tile; also Leighton house and V&A from Hammam of Hayreddin Barbarossa
BM38,tile,1,Turkey_Iznik,NA,NA,NA,5,0,2,1,1,1,BM_London,no_OA+.10657.1-2,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=241607&partId=1&school=8148&page=3,671,681,456951,
BM39,plate,1,Turkey_Iznik,NA,NA,NA,0,4,3,1,1,1,BM_London,"no_1878,1230.5",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=239233&partId=1&school=8148&page=3,750,754,565500,
BM40,plate,1,Turkey_Iznik,NA,NA,NA,10,0,3,1,1,1,BM_London,no_G.42,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=236589&partId=1&school=8148&page=3,455,439,199745,
BM41,tankard,1,Turkey_Iznik,NA,NA,NA,5,0,5,1,1,1,BM_London,no_G.321,web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=215389&partId=1&school=8148&page=3,467,684,319428,
