,X,Time,PopBio,Temp,Time_units,PopBio_units,Species,Medium,Rep,Citation,ID,logPopBio
2565,394,146.601941747573,38.3341622515428,7,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",46,1.5835859766960045
2566,395,170.873786407767,113.489159014993,7,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",46,2.054954377786121
2567,396,194.660194174757,233.042190480016,7,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",46,2.3674345537896793
2568,397,216.504854368932,553.949302447228,7,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",46,2.7434700198278614
2569,398,242.718446601942,641.246946157623,7,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",46,2.807025309862483
2570,399,264.563106796116,2513.08985427153,7,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",46,3.4002080168522912
2571,400,289.320388349514,808.4525199698171,7,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",46,2.9076545190839687
2572,401,315.533980582524,751.4098331645099,7,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",46,2.8758768740666576
2573,402,0.970873786407779,1.02469011894639,7,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",46,0.010592548339102002
2574,403,12.621359223301,1.24546903650989,7,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",46,0.09533293505193151
2575,404,24.2718446601942,1.04998983986637,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,0.021185096678205364
2576,405,35.92233009708741,1.2007265468264199,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,0.07944411254327693
2577,406,48.5436893203884,1.24546903650989,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,0.09533293505193151
2578,407,60.1941747572816,1.9796633980470402,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,0.2965913534949047
2579,408,72.3300970873786,10.7838406817886,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,1.0327734630626113
2580,409,83.98058252427191,28.607202923400997,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,1.45647539662676
2581,410,96.11650485436891,44.3752963831098,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,1.6471412667306269
2582,411,108.252427184466,102.940004862763,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,2.0125841844297043
2583,412,117.961165048544,176.043602761337,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,2.245620247889985
2584,413,153.883495145631,253.809850314669,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,2.4045084729765414
2585,414,166.019417475728,467.005700118048,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,2.669322181454135
2586,415,192.718446601942,331.914713471232,10,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",31,2.5210265047066835
2587,416,12.621359223301,1.7523813068957799,15,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",34,0.24362861179938566
2588,417,25.242718446601895,2.62062970455927,15,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",34,0.4184056593945967
2589,418,31.067961165048498,3.4691251326834,15,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",34,0.5402199652942887
2590,419,35.4368932038835,8.347409235425731,15,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",34,0.9215517055020223
2591,420,45.145631067961105,31.925805549033498,15,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",34,1.504141864152727
2592,421,55.3398058252427,61.679475121292704,15,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",34,1.790140669308527
2593,422,65.0485436893204,316.112309728132,15,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",34,2.4998414080284754
2594,423,80.0970873786408,1382.5809943054699,15,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",34,3.140690582544251
2595,424,102.427184466019,1487.53854364841,15,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",34,3.172468227561561
2596,425,10.6796116504854,1.1575913956832,15,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",34,0.06355529003462092
2597,426,12.621359223301,1.7101573192660502,20,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",37,0.23303606346028086
2598,427,15.5339805825243,2.65278426931064,20,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",37,0.4237019335641477
2599,428,20.388349514563103,5.381283041376751,20,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",37,0.7308858353981561
2600,429,25.7281553398058,18.218526654788302,20,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",37,1.2605132523533418
2601,430,29.126213592233,40.7443456567932,20,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",37,1.6100673475437637
2602,431,35.4368932038835,112.113549790246,20,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",37,2.0496581036165678
2603,432,40.776699029126206,527.575869227196,20,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",37,2.7222849231496533
2604,433,48.0582524271845,540.601780191663,20,Hours,CFU,Aerobic Psychotropic.,Raw Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",37,2.732877471488757
2605,434,49.099135781105296,1.1152975249115602,2,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",41,0.047390738407343494
2606,435,98.91514571605991,1.18410136379548,2,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",41,0.07338888131660529
2607,436,148.82883410186702,2.1318889511518897,2,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",41,0.32876457879824206
2608,437,174.378726032092,4.82062006584527,2,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",41,0.6831029041838924
2609,438,225.464555828134,15.645869903376601,2,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",41,1.1943997147326728
2610,439,276.43875310891497,46.029144817794105,2,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",41,1.6630329061483045
2611,440,327.21759348799,114.026229582987,2,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",41,2.0570047640809404
2612,441,401.774159617531,208.96660236981603,2,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",41,2.320076881491421
2613,442,476.470266391148,278.247733220438,2,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",41,2.4444316349874633
2614,443,576.367413484801,396.053646514854,2,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",41,2.5977540162472024
2615,444,149.791664545988,3.19662289746867,4,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",44,0.5046914059907395
2616,445,225.72968305187698,19.757218833354603,4,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",44,1.2957258101738862
2617,446,302.225864134068,128.242336554186,4,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",44,2.1080314221918877
2618,447,377.982479802658,434.200738174399,4,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",44,2.6376905574527996
2619,448,452.51113780338403,498.941791686821,4,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",44,2.6980498822491255
2620,449,526.830484837997,476.886382332352,4,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",44,2.6784149211708046
2621,450,0.0,2.0002799491505803,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,0.30109078159549324
2622,451,10.38182391921743,2.3393219911586303,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,0.36909000349322685
2623,452,17.61002928232846,2.58741622409994,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,0.41286629701565203
2624,453,28.60583203547816,2.50670357461887,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,0.3991029803408537
2625,454,75.54730470247726,2.8101406939906903,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,0.4487280640667063
2626,455,100.99951818184945,4.755801163192141,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,0.6772236887696937
2627,456,127.06571049515345,14.376685439991691,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,1.1576587705359211
2628,457,155.35059904925745,24.640802160514294,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,1.391654841812777
2629,458,180.88653691507446,53.80391963489658,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,1.730813915328089
2630,459,206.91086703515546,117.4869705720263,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,2.069989705565776
2631,460,230.50718994832346,277.8149812787133,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,2.4437556615284755
2632,461,257.3827179972655,343.7447408037063,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,2.5362360623076947
2633,462,281.46743316469747,805.4326430512142,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,2.906029226972096
2634,463,307.32431451188745,633.4297926220593,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,2.8016984860442244
2635,464,334.50683197779546,1026.931790730995,7,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",47,3.011541598521421
2636,465,13.293006511331198,0.9962399136408341,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,-0.0016360625567375892
2637,466,37.098640390612104,1.8290428386842799,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,0.26222387736614916
2638,467,50.578266608305704,4.09905449335698,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,0.6126836919215092
2639,468,63.0950623818783,6.126559833339901,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,0.7872166792843758
2640,469,77.4817027860626,19.6006968348258,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,1.2922715114656633
2641,470,90.87760461731091,40.806900745137796,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,1.6107336116711677
2642,471,103.2409056824,53.2848960313649,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,1.7266041227259572
2643,472,116.73448596450199,188.12381508529998,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,2.274443777503838
2644,473,127.10235581931101,248.822499204017,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,2.395889647877164
2645,474,165.26672197396098,378.44071270588205,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,2.5779978517054296
2646,475,177.99282871364701,680.025384910909,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,2.8325251249429417
2647,476,206.138176623676,438.95246532027903,10,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",32,2.642417492527211
2648,477,18.456010342124905,1.1248314329944,15,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",35,0.05108744404246046
2649,478,16.8931551284792,1.66718704725232,15,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",35,0.22198432750193106
2650,479,31.433290241146697,2.52120326184806,15,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",35,0.4016078603295479
2651,480,38.591725282220004,6.80533930277743,15,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",35,0.8328497832719585
2652,481,49.2247223607733,17.6875889499305,15,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",35,1.2476686369173744
2653,482,60.932182398708,48.86872958622521,15,Hours,CFU,Aerobic Psychotropic.,Salted Chicken Breast,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",35,1.6890310490575635
